Семейство,Введённое название,Принятое название,Висимский заповедник,Жигулевский заповедник,,,,,,Семейство,Введённое название,Принятое название,Висимский заповедник,Жигулевский заповедник
Rosaceae,Geum urbanum L.,,-,+,,,,,,Caryophyllaceae ,Silene noctiflora L.,,-,+
Rosaceae,Malus baccata (L.) Borkh. ,,-,+,,,,,,Caryophyllaceae ,Silene nutans L.,,-,+
Rosaceae,Malus praecox (Pall.) Borkh.,,-,+,,,,,,Caryophyllaceae ,Silene repens Patrin,,-,+
Rosaceae,Malus sylvestris Mill.,,-,+,,,,,,Caryophyllaceae ,Silene tatarica (L.) Pers.,,-,+
Rosaceae,Physocarpus opulifolius (L.) Maxim. ,,-,+,,,,,,Caryophyllaceae ,Silene viscosa (L.) Pers.,,-,+
Rosaceae,Potentilla anserina L. ,,-,+,,,,,,Brassicaceae (Cruciferae),Sinapis arvensis L. ,,-,+
Rosaceae,Potentilla arenaria Borkh.,,-,+,,,,,,Brassicaceae (Cruciferae),Sisymbrium altissimum L. ,,-,+
Rosaceae,Potentilla argentea L.,,-,+,,,,,,Brassicaceae (Cruciferae),Sisymbrium loeselii L.,,-,+
Rosaceae,Potentilla bifurca L.,,-,+,,,,,,Brassicaceae (Cruciferae),Sisymbrium polymorphum (Murr.) Roth,,-,+
Rosaceae,Potentilla canescens Bess.,,-,+,,,,,,Brassicaceae (Cruciferae),Sisymbrium strictissimum L.,,-,+
Rosaceae,Potentilla glaucescens Willd. ex Schlecht.,,-,+,,,,,,Apiaceae (Umbelliferae),Sium latifiolium L. ,,-,+
Rosaceae,Potentilla heptaphylla L.,,-,+,,,,,,Apiaceae (Umbelliferae),Sium sisaroideum DC. ,,-,+
Rosaceae,Potentilla humifusa Willd. ex Schlecht.,,-,+,,,,,,Solanaceae ,Solanum dulcamara L. ,,-,+
Rosaceae,Potentilla impolita Wahlenb.,,-,+,,,,,,Solanaceae ,Solanum kitagawae Schönbeck-Temesy,,-,+
Rosaceae,Potentilla intermedia L.,,-,+,,,,,,Solanaceae ,Solanum nigrum L.,,-,+
Rosaceae,Potentilla leucotricha (Borb.) Borb.,,-,+,,,,,,Asteraceae (Compositae),Solidago canadensis L. ,,-,+
Rosaceae,Potentilla longipes Ledeb.,,-,+,,,,,,Asteraceae (Compositae),Solidago virgaurea L.,Solidago virgaurea L., + ,+
Rosaceae,Potentilla norvegica L.,,-,+,,,,,,Asteraceae (Compositae),Solidago virgaurea L. ,,-,+
Rosaceae,Potentilla recta L.,,-,+,,,,,,Asteraceae (Compositae),Sonchus arvensis L. ,,-,+
Rosaceae,Potentilla supina L.,,-,+,,,,,,Asteraceae (Compositae),Sonchus asper (L.) Hill,,-,+
Rosaceae,Prunus domestica L. ,,-,+,,,,,,Asteraceae (Compositae),Sonchus oleraceus L.,,-,+
Rosaceae,Prunus spinosa L.,,-,+,,,,,,Asteraceae (Compositae),Sonchus palustris L.,,-,+
Rosaceae,Pyrus communis L. ,,-,+,,,,,,Asteraceae (Compositae),Sonchus uliginosus Bieb.,,-,+
Rosaceae,Pyrus ussuriensis Maxim.,,-,+,,,,,,Rosaceae,Sorbaria sorbifolia (L.) A. Br. ,,-,+
Rosaceae,Rosa canina L. ,,-,+,,,,,,Rosaceae,Sorbus aucuparia L.,Sorbus aucuparia L., + ,+
Rosaceae,Rosa corymbifera Borkh.,,-,+,,,,,,Rosaceae,Sorbus sibirica Hedl.,Sorbus aucuparia subsp. sibirica (Hedl.) Krylov, + ,-
Rosaceae,Rosa glabrifolia C.A. Mey. ex Rupr.,,-,+,,,,,,Poaceae (Gramineae),Sorghum sudanense (Piper) Stapf  ,,-,+
Rosaceae,Rosa gorinkensis Bess.,,-,+,,,,,,Sparganiaceae,Sparganium emersum Rehmann,Sparganium emersum Rehmann, + ,+
Rosaceae,Rosa rubiginosa L.,,-,+,,,,,,Sparganiaceae,Sparganium erectum L.,,-,+
Rosaceae,Rosa rugosa Thunb.,,-,+,,,,,,Sparganiaceae,Sparganium microcarpum (Neum.) Raunk.,,-,+
Rosaceae,Rubus caesius L. ,,-,+,,,,,,Sparganiaceae,Sparganium minimum Wallr.,Sparganium natans L., + ,+
Rosaceae,Sorbaria sorbifolia (L.) A. Br. ,,-,+,,,,,,Sparganiaceae,Sparganium natans L.,Sparganium natans L., + ,-
Rosaceae,Spiraea crenata L. ,,-,+,,,,,,Caryophyllaceae ,Spergula arvensis L. ,,-,+
Rosaceae,Spiraea hypericifolia L.,,-,+,,,,,,Caryophyllaceae,Spergularia rubra (L.) J. et C. Presl (S. campestris (L.) Aschers),Spergularia rubra (L.) J.Presl & C.Presl, + ,+
Rosaceae,Spiraea titwinowii Dobrocz.,,-,+,,,,,,Caryophyllaceae ,Spergularia salina J. et C. PresI,,-,+
Rubiaceae,Galium boreale L.,Galium boreale L., + ,+,,,,,,Rosaceae,Spiraea crenata L. ,,-,+
Rubiaceae,Galium mollugo L.,Galium mollugo L., + ,+,,,,,,Rosaceae,Spiraea hypericifolia L.,,-,+
Rubiaceae,Galium palustre L.,Galium palustre L., + ,+,,,,,,Rosaceae,Spiraea media Schmidt,Spiraea media Schmidt, + ,-
Rubiaceae,Galium triflorum Michx.,Galium triflorum Michx., + ,-,,,,,,Rosaceae,Spiraea titwinowii Dobrocz.,,-,+
Rubiaceae,Galium uliginosum L.,Galium uliginosum L., + ,+,,,,,,Lemnaceae,Spirodela polyrrhixza (L.) Schleid.,,-,+
Rubiaceae,Galium intermedium Schult.,Galium intermedium Schult., + ,-,,,,,,Lamiaceae (Labiatae),Stachys annua (L.) L. ,,-,+
Rubiaceae,Asperula exasperata V. Krecz. ,,-,+,,,,,,Lamiaceae (Labiatae),Stachys palustris L.,Stachys palustris L., + ,+
Rubiaceae,Asperula petraea V. Krecz. ex Klok.,,-,+,,,,,,Lamiaceae (Labiatae),Stachys recta L.,,-,+
Rubiaceae,Galium album Mill. ,,-,+,,,,,,Lamiaceae (Labiatae),Stachys sylvatica L.,Stachys sylvatica L., + ,+
Rubiaceae,Galium aparine L.,,-,+,,,,,,Lamiaceae (Labiatae),Stachys wolgensis Wilensky,,-,+
Rubiaceae,Galium octonarium (Klok.) Soo,,-,+,,,,,,Caryophyllaceae,Stellaria alsine Grimm,Stellaria uliginosa Murray, + ,-
Rubiaceae,Galium odoratum (L.) Scop.,,-,+,,,,,,Caryophyllaceae,Stellaria bungeana Fenzl,Stellaria bungeana Fenzl, + ,-
Rubiaceae,Galium physocarpum Ledeb.,,-,+,,,,,,Caryophyllaceae,Stellaria graminea L.,Stellaria graminea L., + ,+
Rubiaceae,Galium pseudorivale Tzvel.,,-,+,,,,,,Caryophyllaceae,Stellaria holostea L.,Stellaria holostea L., + ,+
Rubiaceae,Galium × pseudorubioides Klok.,,-,+,,,,,,Caryophyllaceae,Stellaria longifolia Muehl. ex Willd.,Stellaria longifolia Muhl. ex Willd., + ,-
Rubiaceae,Galium rivale (Sibth. et Smith) Griseb.,,-,+,,,,,,Caryophyllaceae,Stellaria media (L.) Vill.,Stellaria media (L.) Vill., + ,+
Rubiaceae,Galium rubioides L.,,-,+,,,,,,Caryophyllaceae,Stellaria nemorum L.,Stellaria nemorum L., + ,+
Rubiaceae,Galium ruthenicum Willd.,,-,+,,,,,,Caryophyllaceae,Stellaria palustris Retz.,Stellaria palustris Ehrh. ex Retz., + ,+
Rubiaceae,Galium spurium L.,,-,+,,,,,,Caryophyllaceae ,Steris viscaria (L.) Rafin. ,,-,+
Rubiaceae,Galium tinctorium (L.) Scop.,,-,+,,,,,,Poaceae (Gramineae),Stipa anomala P. Smirn. ,,-,+
Rubiaceae,Galium trifidum L.,,-,+,,,,,,Poaceae (Gramineae),Stipa capillata L.,,-,+
Rubiaceae,Galium vaillantii DC.,,-,+,,,,,,Poaceae (Gramineae),Stipa korschinskyi Roshev.,,-,+
Rubiaceae,Galium verum L.,,-,+,,,,,,Poaceae (Gramineae),Stipa lessingiana Trin. et Rupr.,,-,+
Rubiaceae,Rubia tatarica (Trev.) Fr. Schmidt ,,-,+,,,,,,Poaceae (Gramineae),Stipa pennata L.,,-,+
Rutaceae  ,Dictamnus gymnostylis Stev. ,,-,+,,,,,,Poaceae (Gramineae),Stipa pulcherrima C. Koch,,-,+
Salicaceae,Populus tremula L.,Populus tremula L., + ,+,,,,,,Poaceae (Gramineae),Stipa tirsa Stev.,,-,+
Salicaceae,Salix caprea L.,Salix caprea L., + ,+,,,,,,Hydrocharitaceae,Stratiotes aloides L.,,-,+
Salicaceae,Salix cinerea L.,Salix cinerea L., + ,+,,,,,,Dipsacaceae,Succisa pratensis Moench,Succisa pratensis Moench, + ,-
Salicaceae,Salix dasyclados Wimm.,Salix gmelinii Pall., + ,+,,,,,,Boraginaceae,Symphytum officinale L. ,,-,+
Salicaceae,Salix lapponum L.,Salix lapponum L., + ,+,,,,,,Brassicaceae (Cruciferae),Syrenia cana (Pill. et Andrz.) Neilr. ,,-,+
Salicaceae,Salix myrsinifolia Salisb.,Salix myrsinifolia Salisb., + ,-,,,,,,Oleaceae ,Syringa vulgaris L. ,,-,+
Salicaceae,Salix myrtilloides L.,Salix myrtilloides L., + ,+,,,,,,Asteraceae (Compositae),Tanacetum sclerophyllum (Krach.) Tzvel. ,,-,+
Salicaceae,Salix pentandra L.,Salix pentandra L., + ,+,,,,,,Asteraceae (Compositae),Tanacetum vulgare L.,Tanacetum vulgare L., + ,+
Salicaceae,Salix phylicifolia L.,Salix phylicifolia L., + ,-,,,,,,Asteraceae (Compositae),Taraxacum alatum Lindb. fil. ,,-,+
Salicaceae,Salix triandra L.,Salix triandra L., + ,+,,,,,,Asteraceae (Compositae),Taraxacum angustissimum Lindb. Fil.,,-,+
Salicaceae,Salix viminalis L.,Salix viminalis L., + ,+,,,,,,Asteraceae (Compositae),Taraxacum beckeri Soest,,-,+
Salicaceae,Populus alba L. ,,-,+,,,,,,Asteraceae (Compositae),Taraxacum bessarabicum (Hornem.) Hand.-Mazz.,,-,+
Salicaceae,Populus balsamifera L.,,-,+,,,,,,Asteraceae (Compositae),Taraxacum distantilobum Lindb. fil.,Taraxacum distantilobum H.Lindb., + ,+
Salicaceae,Populus deltoides Marsh.,,-,+,,,,,,Asteraceae (Compositae),Taraxacum erebridens Lindb. Fil.,,-,+
Salicaceae,Populus laurifolia Ledeb.,,-,+,,,,,,Asteraceae (Compositae),Taraxacum erythrospermum Andrz.,,-,+
Salicaceae,Populus nigra L.,,-,+,,,,,,Asteraceae (Compositae),Taraxacum mucronatum Lindb. fil.,Taraxacum mucronatum H.Lindb., + ,+
Salicaceae,Populus simonii Carr.,,-,+,,,,,,Asteraceae (Compositae),Taraxacum officinale F.H.Wigg. s. restr.,Taraxacum campylodes G.E.Haglund, + ,-
Salicaceae,Salix acutifolia Willd. ,,-,+,,,,,,Asteraceae (Compositae),Taraxacum ostenfeldii Raunk.,Taraxacum ostenfeldii Raunk., + ,-
Salicaceae,Salix alba L.,,-,+,,,,,,Asteraceae (Compositae),Taraxacum pannonicum Sonck et Soest,,-,+
Salicaceae,Salix aurita L.,,-,+,,,,,,Asteraceae (Compositae),Taraxacum parvuliceps Lindb. fil.,Taraxacum laceratum (Brenner) Brenner, + ,-
Salicaceae,Salix fragilis L.,,-,+,,,,,,Asteraceae (Compositae),Taraxacum pectinatiforme Lindb. fil.,Taraxacum pectinatiforme H.Lindb., + ,-
Salicaceae,Salix rossica Nas.,,-,+,,,,,,Asteraceae (Compositae),Taraxacum penicilliforme Lindb. fil.,Taraxacum penicilliforme H.Lindb., + ,+
Salicaceae,Salix rosmarinifolia L.,,-,+,,,,,,Asteraceae (Compositae),Taraxacum proximum (Dahlst.) Dahlst.,,-,+
Salicaceae,Salix starkeana Willd.,,-,+,,,,,,Asteraceae (Compositae),Taraxacum serotinum (Waldst. et Kit.) Poir.,,-,+
Salviniaceae,Salvinia natans (L.) All.,,-,+,,,,,,Asteraceae (Compositae),Taraxacum tortilobum Florstr.,,-,+
Sambucaceae,Sambucus sibirica Nakai,Sambucus sibirica Nakai, + ,+,,,,,,Asteraceae (Compositae),Taraxacum turgaicum Schischk.,,-,+
Santalaceae ,Thesium arvense Horvat. ,,-,+,,,,,,Asteraceae (Compositae),Tephroseris integrifolia (L.) Holub (= Senecio integrifolius (L.) Clairv.),Tephroseris integrifolia (L.) Holub, + ,+
Santalaceae ,Thesium ebracteatum Hayne ,,-,+,,,,,,Ranunculaceae,Thalictrum flavum L.,,-,+
Saxifragaceae,Chrysosplenium alternifolium L.,Chrysosplenium alternifolium L., + ,-,,,,,,Ranunculaceae,Thalictrum flexuosum Bernh. ex Reichenb.,,-,+
Scheuchzeriaceae ,Scheuchzeria palustris L. ,,-,+,,,,,,Ranunculaceae,Thalictrum foetidum L.,,-,+
Scrophulariaceae,Euphrasia brevipila Burn. Et Gremli,Euphrasia brevipila Burn. & Gremli, + ,+,,,,,,Ranunculaceae,Thalictrum minus L.,Thalictrum minus L., + ,+
Scrophulariaceae,Euphrasia hirtella Jord. ex Reut.,Euphrasia hirtella Jord. ex Reut., + ,-,,,,,,Ranunculaceae,Thalictrum simplex L.,Thalictrum simplex L., + ,+
Scrophulariaceae,Euphrasia onegensis Cajand.,Euphrasia onegensis Cajand., + ,-,,,,,,Thelypteridaceae,Thelypteris palustris Schott,,-,+
Scrophulariaceae,Euphrasia vernalis List,Euphrasia vernalis List, + ,-,,,,,,Santalaceae ,Thesium arvense Horvat. ,,-,+
Scrophulariaceae,Linaria vulgaris L.,Linaria vulgaris Mill., + ,+,,,,,,Santalaceae ,Thesium ebracteatum Hayne ,,-,+
Scrophulariaceae,Melampyrum pratense L.,Melampyrum pratense L., + ,-,,,,,,Brassicaceae (Cruciferae),Thlaspi arvense L. ,,-,+
Scrophulariaceae,Pedicularis uralensis Vved.,Pedicularis uralensis Vved., + ,-,,,,,,Thymelaeaceae,Thymelaea passerina (L.) Coss. et Germ. ,,-,+
Scrophulariaceae,Rhinanthus aestivalis (N.W.Zinger) Schischk. et Serg.,Rhinanthus serotinus subsp. aestivalis (N.W.Zinger) Dostál, + ,-,,,,,,Lamiaceae (Labiatae),Thymus marschallianus Willd. ,,-,+
Scrophulariaceae,Rhinanthus minor L.,Rhinanthus minor L., + ,-,,,,,,Lamiaceae (Labiatae),Thymus zheguliensis Klok. et Schost.,,-,+
Scrophulariaceae,Scrophularia nodosa L.,Scrophularia nodosa L., + ,+,,,,,,Apiaceae (Umbelliferae),"Thyselium palustre (L.) Raf. (=Calestania palustris (L.) Koso-Pol., Peucedanum palustre (L.) Moench)",Peucedanum palustre (L.) Moench, + ,+
Scrophulariaceae,Verbascum nigrum L.,Verbascum nigrum L., + ,+,,,,,,Tiliaceae,Tilia cordata Mill.,Tilia cordata Mill., + ,+
Scrophulariaceae,Veronica chamaedrys L.,Veronica chamaedrys L., + ,+,,,,,,Crassulaceae,Tillaea vaillantii Willd. ,,-,+
Scrophulariaceae,Veronica longifolia L.,Veronica longifolia L., + ,-,,,,,,Apiaceae (Umbelliferae),Torilis japonica (Houtt.) DC.,,-,+
Scrophulariaceae,Veronica officinalis L.,Veronica officinalis L., + ,-,,,,,,Asteraceae (Compositae),Tragopogon major Jacq. ,,-,+
Scrophulariaceae,Veronica serpyllifolia L.,Veronica serpyllifolia L., + ,+,,,,,,Asteraceae (Compositae),Tragopogon orientalis L.,,-,+
Scrophulariaceae,Digitalis grandiflora Mill. ,,-,+,,,,,,Asteraceae (Compositae),Tragopogon podolicus (DC.) Artemz.,,-,+
Scrophulariaceae,Euphrasia × murbeckii Wettst.,,-,+,,,,,,Primulaceae,Trientalis europaea L.,Lysimachia europaea (L.) U.Manns & Anderb., + ,+
Scrophulariaceae,Euphrasia parviflora Schagerstr.,,-,+,,,,,,Fabaceae (Leguminosae),Trifolium alpestre L. ,,-,+
Scrophulariaceae,Euphrasia pectinata Ten.,,-,+,,,,,,Fabaceae (Leguminosae),Trifolium arvense L.,,-,+
Scrophulariaceae,Gratiola officinalis L.,,-,+,,,,,,Fabaceae (Leguminosae),Trifolium lupinaster L. (=Lupinaster pentaphyllus Moench),Trifolium lupinaster L., + ,-
Scrophulariaceae,Limosella aquatica L.,,-,+,,,,,,Fabaceae (Leguminosae),Trifolium medium L.,Trifolium medium L., + ,+
Scrophulariaceae,Linaria genistifolia (L.) Mill. ,,-,+,,,,,,Fabaceae (Leguminosae),Trifolium pratense L.,Trifolium pratense L., + ,+
Scrophulariaceae,Linaria rutenica Blonski,,-,+,,,,,,Juncaginaceae,Triglochin palustre L.,,-,+
Scrophulariaceae,Lindernia procumbens (Krock.) Borb. ,,-,+,,,,,,Apiaceae (Umbelliferae),Trinia multicaulis (Poir.) Schischk. ,,-,+
Scrophulariaceae,Melampyrum argyrocomum (Fisch. ex Ledeb.) K.-Pol. ,,-,+,,,,,,Asteraceae (Compositae),Tripleurospermum inodorum (L.) Sch. Bip. ,,-,+
Scrophulariaceae,Melampyrum arvense L.,,-,+,,,,,,Asteraceae (Compositae),Tripleurospermum perforatum (Mérat) M. Lainz ,Tripleurospermum inodorum (L.) Sch.Bip., + ,-
Scrophulariaceae,Melampyrum cristatum L.,,-,+,,,,,,Poaceae (Gramineae),Triticum aestivum L. ,,-,+
Scrophulariaceae,Melampyrum nemorosum L.,,-,+,,,,,,Ranunculaceae,Trollius europaeus L.,Trollius europaeus L., + ,+
Scrophulariaceae,Melampyrum polonicum (Beauverd) Soo,,-,+,,,,,,Asteraceae (Compositae),Trommsdorffia maculata (L.) Bernh. ,Hypochaeris maculata L., + ,+
Scrophulariaceae,Melampyrum sylvaticum L.,,-,+,,,,,,Liliaceae,Tulipa biebersteiniana Schult. et Schult. fil.,,-,+
Scrophulariaceae,Odontites vulgaris Moench ,,-,+,,,,,,Liliaceae,Tulipa quercetorum Klok. et Zoz,,-,+
Scrophulariaceae,Pedicularis dasystachys Schrenk ,,-,+,,,,,,Brassicaceae (Cruciferae),Turritis glabra L.,Turritis glabra L., + ,+
Scrophulariaceae,Pedicularis kaufmannii Pinzg.,,-,+,,,,,,Asteraceae (Compositae),Tussilago farfara L.,Tussilago farfara L., + ,+
Scrophulariaceae,Pseudolysimachiom incanum (L.) Holub ,,-,+,,,,,,Typhaceae ,Typha angustifolia L. ,,-,+
Scrophulariaceae,Pseudolysimachiom longifolium (L.) Opiz,,-,+,,,,,,Typhaceae ,Typha latifolia L.,,-,+
Scrophulariaceae,Pseudolysimachiom spicatum (L.) Opiz,,-,+,,,,,,Typhaceae ,Typha laxmannii Lepech.,,-,+
Scrophulariaceae,Pseudolysimachiom spurium (L.) Rauschert,,-,+,,,,,,Ulmaceae,Ulmus glabra Huds.,Ulmus glabra Huds., + ,+
Scrophulariaceae,Rhinanthus serotinus (Schoenh.) Oborny ,,-,+,,,,,,Ulmaceae,Ulmus laevis Pall.,,-,+
Scrophulariaceae,Rhinanthus vernalis (N. Zing.) Schischk. et Serg.,,-,+,,,,,,Ulmaceae,Ulmus minor Mill.,,-,+
Scrophulariaceae,Verbascum × biebersteinii Bess. ,,-,+,,,,,,Ulmaceae,Ulmus pumila L.,,-,+
Scrophulariaceae,Verbascum × collinum Schrad.,,-,+,,,,,,Urticaceae,Urtica dioica L.,Urtica dioica L., + ,+
Scrophulariaceae,Verbascum lychnitis L.,,-,+,,,,,,Urticaceae,Urtica galeopsifolia Wierzb. ex Opiz ,,-,+
Scrophulariaceae,Verbascum marschallianum Ivanina et Tzvel.,,-,+,,,,,,Urticaceae,Urtica pubescens Ledeb.,,-,+
Scrophulariaceae,Verbascum phoeniceum L.,,-,+,,,,,,Urticaceae,Urtica urens L.,,-,+
Scrophulariaceae,Verbascum thapsus L.,,-,+,,,,,,Lentibulariaceae ,Utricularia australis R. Br. ,,-,+
Scrophulariaceae,Veronica agrestis L. ,,-,+,,,,,,Lentibulariaceae ,Utricularia intermedia Hayne,,-,+
Scrophulariaceae,Veronica anagallis-aquatica L.,,-,+,,,,,,Lentibulariaceae ,Utricularia minor L.,,-,+
Scrophulariaceae,Veronica anagalloides Guss.,,-,+,,,,,,Lentibulariaceae ,Utricularia vulgaris L.,,-,+
Scrophulariaceae,Veronica arvensis L.,,-,+,,,,,,Caryophyllaceae ,Vaccaria hispanica (Mill.) Rauschert ,,-,+
Scrophulariaceae,Veronica beccabunga L.,,-,+,,,,,,Ericaceae,Vaccinium myrtillus L.,Vaccinium myrtillus L., + ,-
Scrophulariaceae,Veronica persica Poir.,,-,+,,,,,,Ericaceae,Vaccinium uliginosum L.,Vaccinium uliginosum L., + ,-
Scrophulariaceae,Veronica prostrata L.,,-,+,,,,,,Ericaceae,Vaccinium vitis-idaea L.,Vaccinium vitis-idaea L., + ,-
Scrophulariaceae,Veronica scutellata L.,,-,+,,,,,,Valerianaceae,Valeriana officinalis L. ,,-,+
Scrophulariaceae,Veronica teucrium L.,,-,+,,,,,,Valerianaceae,Valeriana rossica P. Smirn.,,-,+
Scrophulariaceae,Veronica verna L.,,-,+,,,,,,Valerianaceae,Valeriana tuberosa L.,,-,+
Solanaceae ,Datura stramonium L. ,,-,+,,,,,,Valerianaceae,Valeriana wolgensis Kazak.,Valeriana wolgensis Kazak., + ,+
Solanaceae ,Hyoscyamus niger L. ,,-,+,,,,,,Brassicaceae (Cruciferae),Velarum officinale (L.) Reichb. ,,-,+
Solanaceae ,Solanum dulcamara L. ,,-,+,,,,,,Melanthiaceae,Veratrum lobelianum Bernh.,Veratrum lobelianum Bernh., + ,+
Solanaceae ,Solanum kitagawae Schönbeck-Temesy,,-,+,,,,,,Scrophulariaceae,Verbascum × biebersteinii Bess. ,,-,+
Solanaceae ,Solanum nigrum L.,,-,+,,,,,,Scrophulariaceae,Verbascum × collinum Schrad.,,-,+
Sparganiaceae,Sparganium emersum Rehmann,Sparganium emersum Rehmann, + ,+,,,,,,Scrophulariaceae,Verbascum lychnitis L.,,-,+
Sparganiaceae,Sparganium minimum Wallr.,Sparganium natans L., + ,+,,,,,,Scrophulariaceae,Verbascum marschallianum Ivanina et Tzvel.,,-,+
Sparganiaceae,Sparganium natans L.,Sparganium natans L., + ,-,,,,,,Scrophulariaceae,Verbascum nigrum L.,Verbascum nigrum L., + ,+
Sparganiaceae,Sparganium erectum L.,,-,+,,,,,,Scrophulariaceae,Verbascum phoeniceum L.,,-,+
Sparganiaceae,Sparganium microcarpum (Neum.) Raunk.,,-,+,,,,,,Scrophulariaceae,Verbascum thapsus L.,,-,+
Thelypteridaceae,Phegopteris connectilis (Michx.) Watt,Phegopteris connectilis (Michx.) Watt, + ,+,,,,,,Scrophulariaceae,Veronica agrestis L. ,,-,+
Thelypteridaceae,Thelypteris palustris Schott,,-,+,,,,,,Scrophulariaceae,Veronica anagallis-aquatica L.,,-,+
Thymelaeaceae,Daphne mezereum L.,Daphne mezereum L., + ,+,,,,,,Scrophulariaceae,Veronica anagalloides Guss.,,-,+
Thymelaeaceae,Thymelaea passerina (L.) Coss. et Germ. ,,-,+,,,,,,Scrophulariaceae,Veronica arvensis L.,,-,+
Tiliaceae,Tilia cordata Mill.,Tilia cordata Mill., + ,+,,,,,,Scrophulariaceae,Veronica beccabunga L.,,-,+
Trilliaceae,Paris quadrifolia L.,Paris quadrifolia L., + ,+,,,,,,Scrophulariaceae,Veronica chamaedrys L.,Veronica chamaedrys L., + ,+
Typhaceae ,Typha angustifolia L. ,,-,+,,,,,,Scrophulariaceae,Veronica longifolia L.,Veronica longifolia L., + ,-
Typhaceae ,Typha latifolia L.,,-,+,,,,,,Scrophulariaceae,Veronica officinalis L.,Veronica officinalis L., + ,-
Typhaceae ,Typha laxmannii Lepech.,,-,+,,,,,,Scrophulariaceae,Veronica persica Poir.,,-,+
Ulmaceae,Ulmus glabra Huds.,Ulmus glabra Huds., + ,+,,,,,,Scrophulariaceae,Veronica prostrata L.,,-,+
Ulmaceae,Ulmus laevis Pall.,,-,+,,,,,,Scrophulariaceae,Veronica scutellata L.,,-,+
Ulmaceae,Ulmus minor Mill.,,-,+,,,,,,Scrophulariaceae,Veronica serpyllifolia L.,Veronica serpyllifolia L., + ,+
Ulmaceae,Ulmus pumila L.,,-,+,,,,,,Scrophulariaceae,Veronica teucrium L.,,-,+
Urticaceae,Urtica dioica L.,Urtica dioica L., + ,+,,,,,,Scrophulariaceae,Veronica verna L.,,-,+
Urticaceae,Parietaria micrantha Ledeb. ,,-,+,,,,,,Viburnaceae,Viburnum opulus L.,Viburnum opulus L., + ,+
Urticaceae,Urtica galeopsifolia Wierzb. ex Opiz ,,-,+,,,,,,Fabaceae (Leguminosae),Vicia cracca L.,Vicia cracca L., + ,+
Urticaceae,Urtica pubescens Ledeb.,,-,+,,,,,,Fabaceae (Leguminosae),Vicia pisiformis L.,,-,+
Urticaceae,Urtica urens L.,,-,+,,,,,,Fabaceae (Leguminosae),Vicia sativa L.,,-,+
Valerianaceae,Valeriana wolgensis Kazak.,Valeriana wolgensis Kazak., + ,+,,,,,,Fabaceae (Leguminosae),Vicia segetalis Thuill.,,-,+
Valerianaceae,Valeriana officinalis L. ,,-,+,,,,,,Fabaceae (Leguminosae),Vicia sepium L.,Vicia sepium L., + ,+
Valerianaceae,Valeriana rossica P. Smirn.,,-,+,,,,,,Fabaceae (Leguminosae),Vicia sylvatica L.,Vicia sylvatica L., + ,+
Valerianaceae,Valeriana tuberosa L.,,-,+,,,,,,Fabaceae (Leguminosae),Vicia tenuifolia Roth,,-,+
Viburnaceae,Viburnum opulus L.,Viburnum opulus L., + ,+,,,,,,Fabaceae (Leguminosae),Vicia tetrasperma (L.) Schreb.,,-,+
Violaceae,Viola arvensis Murray,Viola arvensis Murray, + ,+,,,,,,Asclepidaceae ,Vincetoxicum albowianum (Kusn.) Pobed. ,,-,+
Violaceae,Viola canina L.,Viola canina L., + ,+,,,,,,Asclepidaceae ,Vincetoxicum hirundinaria Medik. ,,-,+
Violaceae,Viola epipsila Ledeb.,Viola epipsila Ledeb., + ,-,,,,,,Violaceae,Viola × tzvelovii VI. Nikit.,,-,+
Violaceae,Viola hirta L.,Viola hirta L., + ,+,,,,,,Violaceae,Viola ambigua Waldst. et Kit. ,,-,+
Violaceae,Viola mirabilis L.,Viola mirabilis L., + ,+,,,,,,Violaceae,Viola arvensis Murray,Viola arvensis Murray, + ,+
Violaceae,Viola nemoralis Kutz.,Viola nemoralis Kütz., + ,-,,,,,,Violaceae,Viola canina L.,Viola canina L., + ,+
Violaceae,Viola selkirkii Pursh ex Goldie,Viola selkirkii Pursh ex Goldie, + ,-,,,,,,Violaceae,Viola collina Bess.,,-,+
Violaceae,Viola tricolor L.,Viola tricolor L., + ,+,,,,,,Violaceae,Viola epipsila Ledeb.,Viola epipsila Ledeb., + ,-
Violaceae,Viola pumila Chaix,Viola pumila Chaix, + ,+,,,,,,Violaceae,Viola hirta L.,Viola hirta L., + ,+
Violaceae,Viola ambigua Waldst. et Kit. ,,-,+,,,,,,Violaceae,Viola kitaibeliana Schult.,,-,+
Violaceae,Viola collina Bess.,,-,+,,,,,,Violaceae,Viola mirabilis L.,Viola mirabilis L., + ,+
Violaceae,Viola kitaibeliana Schult.,,-,+,,,,,,Violaceae,Viola montana L.,,-,+
Violaceae,Viola montana L.,,-,+,,,,,,Violaceae,Viola nemoralis Kutz.,Viola nemoralis Kütz., + ,-
Violaceae,Viola odorata L.,,-,+,,,,,,Violaceae,Viola odorata L.,,-,+
Violaceae,Viola persicifolia Schreb.,,-,+,,,,,,Violaceae,Viola persicifolia Schreb.,,-,+
Violaceae,Viola reichenbachiana Jord. ex Boreau.,,-,+,,,,,,Violaceae,Viola pumila Chaix,Viola pumila Chaix, + ,+
Violaceae,Viola riviniana Reichenb.,,-,+,,,,,,Violaceae,Viola reichenbachiana Jord. ex Boreau.,,-,+
